id,gender,age,topic,sign,date,text
1093691,male,17,Technology,Taurus,"18,June,2003","           Hi Hi Hi. Well today I accompanied my friend Sarah job hunting, she's so fussy though! She can't work saturdays cos she dances, she can't do after school because she dances, so basically she wants a holiday job that lets her leave at 3.30 everyday, and no weekends. hmmm. We started off in Hamsey Green, but no luck their, just a lot of application forms. We then walked down to sanderstead and we thought we'd got osme luck cos there was s sign in the bakers, but they said they'd already filled it, they just hadn't bothered to take the sign down! So no luck in the rest of the shops in Sanderstead, so we hopped on a bus into Croydon. Clarks said they take on holiday people which was good so we collected a form, and Clintons had a vacancy but it included a Saturday, so no luck. every other shop (Marks, BHS, Alders, HMV, Virgin, Waterstones etc etc) said they haven't got any vacancies till August/October/Christmas. Fun. So we then walked out of Croydon along the Brighton Road to go to 2 music shops, and no luck either! Collapsed into a bus stop on the Brighton Road, looked up and saw a restaurant had a sign in the window advertising for waiters/waitresses, so we went in as a last resort, cos she could do that as it would be evenings! The people in there were so nice and I got a free drink while I waited for her so I was happy after a long day! She got a trial, and then the bloke told me I could aswell! So we're both trainee Waitresses now, lol! Very strange day. Went all round the world, ended up with a job I didn't know I wanted, and then spent the rest of the afternoon in Selsdon Primary photocopying log books from 1955.  Can't be assed to go to IT cos I went yesterday and it was pants, so I'm going to do some revision of my own. Perhaps. Maybe tomorrow. Who knows?!         "
676659,male,26,Technology,Leo,"08,July,2004","           hi peeps!  edmar:  thanx gid for the posted articles and stuff...hehehe..gya download ko lang tanan before ko gya read para makasave sa prepaid card...most of the time gya scan ko lng...teh musta...u feelin ok...i know keren told you that i inserted the   'There's a reason' saamon church bulletin...me ya blessed gid actually... my situaiton and dilemma are so minor with what you are facing and it encourages me that God is really working in our midst...will keep in my prayers....sorri bout the lyrics...wasnt able to listen to the tape..i will try to post it tom...i still have to try out the instructions to correctly configure my phonelyn with the modem at home....hmmm...kung indi ko kapoy eh...me still church pa daan and its reli dark na outside...hay...take care  ren...yup, time flew very past, no?  hahah...since sat. pa ko nga overeat...hehehe...plus..for three days straight my party ko gya attendan...bad for my waistlyn...dats why nagswim ko gina...got somethin to tell you...answered prayer...plus it still needs the covering of prayers...bout my barkada in liacom...her name is Dona Aliboso...shes a hard core, die hard devoted catholic...oh well, been prayin bout her since undergrad pa...no opportunity, and kulba my heart ....hehhe...pero blessing in disguise gid na last Sunday when wala kami EE...we, JOY and i went out to see Maid in Manhattan and we met her...was so happy to see her...blah...blah...i know, very detaild gid ko magstorya...skip,skip...LOL...oh well, we got around to talk about her dilemma and she was anxious to meet with me again sa sunday...i told her will bring some frends, namely mishy and fredy so they can give their perspective about her situation...plus..i told her  will talk about stuff about God..teh, EE na!  pls. pray,pray!!!!tanx...btw, i had commented with joy na God reli places my frends in such sits. that they need HIM gid ya...joy laughed out loud and said 'Kalu-oy man.' pero thats one way to reach out to them...btw, her dilemma is her luv life ah!!!grrrr...anyway... miss u na...why wala kaya nga kadto d...damo di nga kadto for the camp...try to visit me ha....i had been struglin with a new internall conflict...i felt like shoutin sng last sunday inside the sancturay...details to follow.,...hay,hay, TUESDAY...Tom Welling time...hehhehe  gigi: me back...col me ha later...after smallville lang ha....teh, hows the final draft, k na?  melissa:  we should talk about the compilation of ee docs and documentation next time we see each other....remind me ha, very impt...tnx...wer ka na?  hi laurz:  keep bloggin, braca....  neil: wer ka? busy gid with exams? miss u pooh dearie...         "
3039699,male,16,indUnk,Aquarius,"14,May,2004","             1) SHOcase rocked... I loved it all.  So much fun... The Academy rocked my socks off!  So much fun-ness...  Woohoo!!  Some quality time with the Kristin too :5.  2)Hm... Oh yeah... I set up Two new blogs today!  That brings my total to three:  THis one, One for Eric's and my  urlLink Musical  (a work in progress) and one for  urlLink P9 .  Isn't it awesome?  Well, My mind is still a mess... sadly, things aren't clearing up.  Thing's aren't better, they're worse, in my mind.  I really don't understand why God send things this hard to us...  Hm.  I guess I'll find out someday...  Someday soon, I hope.  This is not  urlLink The Academy , telling you to rock out!         "
3605057,male,16,Student,Sagittarius,"11,June,2004","           Learning: Applying the theories of the different Philosophers, I have decided to mix their ideas together and come up with a new idea. Basically due to the kind of atmosphere and design process, the learning style would be one-on-one, which means the student would be able to emphasize his own needs, therefore stating it into a student-centered learning, and at the same time the student would be able to pace in his own speed, and he dosen't need to adjust anymore to the irregular pace of the classroom. The students would be able to provide the learnings and knowledge on lessons that they like to learn with, not some courses that they find appealingless to them. The lessons to them will have application due to the exercises, simulations and quizzes given to them. The system would be able to adjust itself to the learning style of the student. Learning would be essential on the part of the learner since he would be able to track his learning due to the save/load feature, and therefore follow his improvements. The learner is also encouraged here to think on his own ideas too, and the computer will be the one to adjust to him.         "
2798366,female,17,indUnk,Taurus,"12,February,2004","           I sent the blog invitation out to everyone. So please check your email to accept the blog invitation.  As of 2/12/04: These are the people who have accepted the invitation and are currently a blog member: Thomas Chen, Chad Wyszinski, Erin Riley, Kimber Graef, Corey Furin, Matt Goosen, and Tyson Cecka.          "
3950765,female,16,indUnk,Aries,"16,July,2004",           I finally decided to create a blog spot. Why? The only reason&nbsp;I can think of is 'becuase everyone else is.' That makes me a little sad. Just a little. Watching 'I Love the 90s' reminded me of all of our 'bandwagon obsessions'&nbsp;when we were younger. So perhaps&nbsp;I don't want to be left out when we are in our 30s and talking about 'yeah i remember my little blogs.' Besides&nbsp;I do enjoy a good whine&nbsp;everynow and then...and this looks like the the perfect place to do it.    &nbsp;&nbsp;          
3857088,male,37,LawEnforcement-Security,Aquarius,"08,July,2004","   Life is new, work like you own people money, Love like you've been hurt before, And most of all be true to yourself. "
1103575,female,17,indUnk,Scorpio,"20,July,2004","       So I was thinking, after what I posted earlier about saying more than you should, about how much I've posted here in the past year and a half, Blogger says its about 66,000 words.&nbsp; That's a lot.&nbsp; When am I going to be done saying all that I have to say?&nbsp; maybe I HAVE already said too much, and I should just stop blogging. just stop blogging stop blogging  I WON'T DO IT!&nbsp; YOU CAN'T MAKE ME!  anyway... lol.&nbsp; I do need to learn to keep my mouth shut sometimes, and just listen.&nbsp;  I'm listening. Talk to me.     "
3377682,female,14,indUnk,Virgo,"20,May,2004",                 Have an issue? Here's a tissue               
3083205,male,26,Law,Capricorn,"01,May,2004","        urlLink State Rep. Derrick Shepherd, D-Marrero of Louisiana has drafted a bill would ban pants worn too low .     [He] said he filed the bill because he was tired of catching glimpses of boxer shorts and G-strings over the low-slung belt lines of young adults.  The bill would punish anyone caught wearing low-riding pants with a fine of as much as $500 or as many as six months in jail, or both.  “I’m sick of seeing it,” said Shepherd, a first-term legislator. “The community’s outraged. And if parents can’t do their job, if parents can’t regulate what their children wear, then there should be a law.”   All I can say is...dude,  lighten up .  Besides, it would be ashame to outlaw wearing bikini's and skimpy clothing, with summer approaching and all   :)  Via  urlLink Backwash .         "
2919907,male,34,Manufacturing,Cancer,"14,April,2004","       I'm sitting here in the office, it's beautiful outside and I have a song stuck in my head. One of those old 'summer' tunes.  I can't remember the artist.  'Sunny days....Ooooh sunny, sunny, sunny da_ays.  Nothing better in the world, you know, than lying in the sun with your radio...'  Oh, how I wish I was outside today.  Don't even have a sales call scheduled.  Too bad.  Only 4 hours 12 minutes until 5 o'clock!!         "
1709399,male,27,Student,Virgo,"27,October,2003",            INDIA TO BE 3RD LARGEST ECONOMY BY 2050                                                                     Here is the  urlLink Report   by Goldman Sachs on rediff.com . India would rank next to China & US by 2050.          
3986440,male,23,Marketing,Leo,"03,August,2004","        Poker has been good to me so far, without being overly nice. Had a good run in a few tournaments, top 20 finishes but still no money. Had a great hand on Aloha when severely short stacked against chip leader early on, went all in pre-flop with Qc4c against AhKh. Flop came Th 4h 4s, turn 4d and the 2h river. Always nice to beat the leader at the table when he has a good hand, but really with felt like that it is just begging for a boat. I don't know if I've said this before, but man I love Quads. Bit of a silly thing to say really - I'm sure everyone loves four of a kind. But for me it is a bit like having your point guard dunking on their center. Can anybody out their remember KJ dunking over Olujuwon? Now there is some contemporary/old school basketball references for you.  I feel a need to comment on a very important aspect of the online poker game - The name you choose to be represented by. The name you select means a lot about you as a player (Huh?), and really can determine if you win or lose (just go with me here.). The names chosen at any poker site fall generally into one of the following categories, and I give my apologies in advance for my lame attempt at l33t for I am no match for the real l33t poker names out there:   1 - 'Local Tourism Board'   Completely made up examples include: 'OhioMan', 'NYPoker', 'JerseyBadMan'.  The 'LTB' player needs to tell people where they were born, are currently living or recently received a wrongfully addressed post card from. There is a sub-division for players who choose to use their college to define their name, even though they dropped out freshman year in 1984. Just how specific they are varies from national monikers (Non-US only, mostly Canadian), state-wide (Mostly US), to the local small one horse town that recently got the Interweb thingy hooked on up. The reason why US players choose state-wide as opposed to a national identity is because they believe that since they exist, it must naturally be assumed that they are from America (the fact that the state they mention is an American state can be ignored for the sake of my argument.). This is deeply entrenched in their genes from an early age, where they watch the 'World Series' being played out by only American teams. Canada has a law where any Canadian person who is likely to come into contact with people from a country other than the US must at all times remind those foreign people that they are Canadian and NOT American. This goes for real life as well as in poker rooms. The 'LTB' player is likely to loose all their chips.   2. 'Poker Terms'   Completely made up examples include: 'PocketAces', 'RiverMan', 'Foldme', 'QueensFull'.  The poker terms player likes to hide their true identity behind any random poker term they find on any poker medium available. Favorite among this all too popular breed are 'pocket' anything. It has been proven by The Greater Univeristy of Poker in North-West Dubbo that by naming yourself after a good starting hand will fool 43.765% of professional players into thinking you have that starting hand on most occasions. The number increases when the hands become higher ( 'PocketKings' = 74.218% and 'BigSlick' = 66.667%). The unfortunately reality of the results of the study from the Greater Univeristy of Poker in North-West Dubbo is that their credibility has been shot to pieces ever since they recommended the best way to win lotto was birthdays. The 'Poker Terms' player is also an expert on all things poker, and as the name suggests they will throw in any poker term they can at any time no matter if it fits or not. Please see example below.   PocketAces:  Ha! Bet you didn't see my boat coming down the river with the cowboys doing the paddling!  RiverMan:  Yeah, but my bullets and hammer UTG sucked out your runner-runner over pair!  PocketAces:  But my button burst your bubble on spades full of broadway with crabs kicker on the blind!  RiverMan:  N00b.  They hate anybody who mentions the movie 'Rounders', and thinks ESPN ruined the true, pure poker that they play. If you beat them it was luck, if they win it was skill. The 'Poker Terms' player is likely to loose all their chips.    3. 'I'm Famous!'    Completely made up examples: 'U5h3r', 'Tr1ppl3HHH18', 'SlimShady', 'DustinDiamond4EVA'.  On rare occasions, the 'I'm Famous' player attempt to convince the rest of the table that they are in fact who their names says they are. While maybe the odd celebrity may try their hand at poker every now and then, I find it hard to believe that they would spend a few hours online trying to win $29.66 (with the exception of Dustin Diamond perhaps. Hey, Screech gotta eat you know.). This is seen as really pathetic, especially when 'BigGuy1955' tries to hit on 'BritneyGurl' and asking if she could show some more skin in her next film clip.(this is of course not confined to online poker.). When the 'I'm famous' player is not trying to impersonate any random celebrity but just honoring them by name, all seems well...That is, until 'SlimShady' sits at the same table as 'R34LSlim' - and nobody stands up no matter how politely you ask and it is best to turn off chat immediately. The 'I'm famous' player is likely to loose all their chips.   4. 'It's Me'.   Completely made up examples include: 'BarrySmith', 'JoyceUK', 'Henry21', 'FitFrank69'.  'It's Me' players really don't understand what the Internet is for, and that is hiding behind an online persona and never letting on to who you relly are. They have chosen a name that even the Boulder City Police could decipher (Jay Leno would be so proud of me right now). With no imagination evident, you can guarantee the 'It's Me' player will either see every single flop just to make sure their 72o is no good, or they will fold everything that isn't pocket aces. When ever anybody wins a hand - no matter in what fashion - they are sure to post 'nh' in the chat box, and give you a 'gg' when they finally loose their stack. When playing against an 'it's Me' player, you must never post anything similar to them, as it will start a never ending run of constanants the likes of Wheel of Fortune only dreams about. See example below:   BarrySmith:  gl all.  JoyceUK : TY.U2.  BarrySmith:  lol. vnh.  JoyceUK:  ROFL :)  BarrySmith:  ty. asl?  JoyceUK:  U BBQ?  BarrySmith:  udg fgrt qzxc?  JoyceUK:  IOU SAD VCR DVD FUBAR.  And on it goes. Do not enter into any discussion about important shit, because it is guaranteed that the 'It's Me' player has a world of experience and an opinion on every matter that your tender years could not understand. This does not include poker, even though they will tell you what you should have done all the time regardless if you won or not. The 'It's Me' player will loose all their chips.   5. 'l33t'.   Completely made up examples: '$3xyH4x0r', '1  The scurge of the internet, online poker rooms are not immune to the 'Leet' player. The have studied the 'shift' key for hours, and experimented with 'crtl' and breifly 'alt', and is even prone to binges of 'Caps Lock'. You are a 'n00b' if you are sitting on the same table as them and dare to speak. Similar to the 'Poker Terms' player, if they beat you then you have been '0wn3d', you stupid fucking noob you. If you beat them, it is because they are so damn drunk right now (they're not). He knows that this poker site is fixed and he has proof (he doesn't). You may beat him but he was on fire last night when he won $10K at the bigger limit tables, he is just slumming it on these tables you are on because he is bored and still so damn drunk (they're still not). The 'leet' will loose all their chips.  Well, there you have it. Try and spot as many of these as you can in your next poker room and already you will have the advantage.  Off the topic of poker, I'm pretty stoked to be going to see the Australian Premier of 'Walking Tall' later this week, and even happier about the fact that The Rock will be there in person. He has been doing all the usual media spots aorund Oz at the moment and is good to listen to. Been watching a bit of Futurama on the weekend, and with quotes like these I don't know why it got cancelled:       'Now the dominoes fall like a house of cards. Check mate!' - Zapp Brannigan.      Damn that was a good show. Now that I have already received a response to my last little update with the links, I will be trying to add one more link per update, be that poker related or not. This week I am adding   urlLink Wrestlecrap  . If you love professional wrestling, or just a good laugh at it, then be sure to have a look. And buy his book too, it's worth a read.  That will do for this update, don't know when the next one will be but hopefully I will be above my current $0.00 by then. Cheers.           "
2930795,male,23,Technology,Aquarius,"07,May,2004","        urlLink Dating In Manhattan: An Exercise In Contract Law  Man how badly off are we that someone actually thought that this was okay to do.  The funny thing is that given that we're Americans, he can probably successfully take this to small claims.  Of course that would  ensure he gets the kind of publicity that will prevent him from ever getting a date.         "
3995290,female,27,Law,Capricorn,"11,August,2004","       Estava conversando esta manha com uma amiga e essa frase veio em nossa conversacao. Lembravamos de um tempo que passavamos ferias juntas. Ela viria com sua 'galera' a minha cidade ou minha irma e eu iriamos para la. Festinhas na minha casa, um bar chamado muralha (que na epoca era o 'point' e so quem era 'cool' ia la), e praia, muita praia. Na cidade dela tinha um pessoal bem legal e sempre saiamos a noite. Na verdade o que fazia coisas simples tao especiais era o pessoal reunido. Era ver quem conseguia cantar 'Faroeste Cabloco' sem tropecar. E cantar muita brega bem alto. Era ver fotos e contas historias engracadas de um verao passado. Desse pessoal poucos restaram, e os que restaram tomaram rumos diferentes. Tao diferentes que seria dificil reagrupar. Alguns nao queremos falar mais, outros nao podemos, outros e melhor nao falar sobre eles. Os lugares, alguns deles, so existem em nossa saudosa memoria. 'Tempos que nao voltam...' - eu disse. E minha amiga disse: 'Haverao outras pessoas, outras historias' E verdade. Haverao outros tempos. E a estes dirigiremos a mesma frase, 'que estes nao voltam'. Embora com saudade dos que passaram, vejo com antecipacao os por vir.    "
3858248,male,27,indUnk,Aquarius,"07,July,2004","       BAGHDAD, Iraq - A group loyal to insurgency leader Abu Musab al-Zarqawi threatened Friday to execute two Bulgarian hostages if the U.S. military did not release all Iraqi detainees within 24 hours, according to a videotape broadcast on the Al-Jazeera television station.   The Tawhid and Jihad group sent Al-Jazeera a video showing the two unidentified Bulgarians sitting with their hands cuffed, flanked by three masked men, two carrying rifles and one carrying a rocket propelled grenade launcher. On the wall behind them was their group's black flag with a golden circle.   One of the men read a statement, though his voice could not be heard. Al-Jazeera's newsreader said the group demanded the release of all Iraqi detainees within 24 hours.   The group had previously claimed responsibility for the beheading of U.S. businessman Nicholas Berg and South Korean translator Kim Sun-il. It was also believed to be behind a series of attacks on police and security forces in Iraq (news - web sites) that killed 100 people in the days leading up to the coalition forces' handover of power to an Iraqi interim government last month.   An editor at Al-Jazeera's newsroom in Doha said the channel received the tape Thursday.  --When will these morons learn it's not going to work. Terrorism doesn't work on us or our allies. (with exception to Spain, El Salvador and Honduras) The coalition is strong. Their will is stronger than some terrorists that have a radical agenda for jihad.   Andrew B.     "
